pipeline_id,execution_time,records_processed,missing_values,duplicate_records,alert_count,failure
6,16.29,10364,67,13,4,0
6,64.29,1139,24,3,3,0
4,10.01,11677,22,71,7,0
9,57.47,5469,82,68,6,1
10,77.55,3591,74,52,6,0
3,48.88,1284,39,27,5,0
8,50.59,11418,13,51,4,0
4,90.78,2496,80,79,4,0
10,29.52,1366,70,55,5,0
5,109.24,1476,55,77,5,1
8,138.22,1106,88,19,9,0
6,112.94,7939,92,43,4,0
5,103.41,4185,48,34,1,0
5,16.03,6283,13,40,9,0
3,119.76,4038,61,31,0,0
3,25.45,4459,66,58,8,1
6,105.76,1786,45,2,10,0
8,64.73,10082,43,11,7,0
5,123.01,7528,17,64,8,1
3,20.66,11968,43,29,8,1
7,30.35,4498,91,18,4,0
5,62.0,7056,63,68,1,0
8,111.16,6195,29,5,1,0
4,91.16,9868,88,63,8,0
9,20.54,2262,65,62,9,0
9,19.2,1687,18,23,7,0
3,112.9,10523,18,16,2,0
9,30.16,2579,81,0,5,0
5,15.73,1602,9,63,3,0
10,136.0,5675,51,55,6,1
3,77.3,10148,72,51,3,0
1,124.27,7486,68,3,4,0
6,37.52,6157,62,32,8,0
1,63.83,4797,71,24,7,0
3,139.89,9025,59,14,1,0
2,15.75,5971,23,32,5,0
4,37.37,1957,24,36,1,0
7,134.14,4277,97,50,3,1
9,85.64,9181,22,60,8,0
2,129.95,3468,92,48,7,0
6,24.39,10610,83,42,1,0
6,11.0,7877,69,41,2,0
6,92.39,11298,9,40,6,0
3,18.72,9022,26,3,7,0
10,127.07,4508,44,14,0,0
8,71.15,4528,36,1,0,0
1,127.52,7775,54,39,7,0
6,110.5,8053,47,63,5,1
10,90.32,4949,41,30,6,0
2,148.82,3002,73,11,7,0
1,78.65,4474,97,38,5,1
8,85.97,6286,62,8,9,0
5,125.6,3228,73,77,3,0
8,66.58,1830,4,39,1,0
8,146.28,9111,42,3,3,1
2,85.08,9934,59,35,9,0
4,78.66,9706,98,49,0,0
5,78.6,5552,56,48,8,0
9,27.65,9772,60,9,0,0
1,140.87,8666,62,55,5,0
5,29.51,8082,45,61,5,0
10,17.04,11381,53,74,9,1
10,62.4,4830,27,28,10,0
3,88.57,6354,72,72,9,0
6,95.74,8535,38,43,5,0
2,20.47,2726,47,58,7,0
4,30.11,11295,51,66,6,0
8,26.49,10313,63,9,8,0
8,78.21,11924,41,64,5,0
4,40.59,3069,81,32,1,0
10,21.88,9776,1,27,9,0
7,44.58,2200,75,34,1,0
1,20.26,8128,74,48,5,0
5,84.22,6471,41,32,3,0
7,117.43,10122,75,4,2,0
7,92.73,7308,86,50,3,0
5,61.31,10597,97,80,3,0
7,29.58,9772,85,22,7,0
4,147.06,7571,31,3,6,0
2,33.42,7279,68,21,2,0
8,145.82,10040,19,61,0,1
6,104.95,1082,55,17,9,1
2,18.77,6866,29,1,6,0
6,94.04,8742,47,23,7,0
8,123.51,2577,53,31,10,0
2,119.87,11554,99,67,9,1
2,96.89,8586,90,74,5,0
4,34.42,8853,24,72,5,0
3,42.27,7748,55,12,7,0
1,91.48,6953,5,75,6,0
4,84.25,7355,78,15,1,0
10,141.23,11759,59,54,3,1
7,59.8,10201,95,9,10,0
9,12.38,2912,48,49,8,0
10,22.11,1615,32,49,1,1
2,137.31,11934,93,56,9,0
8,91.2,11512,9,2,6,0
2,37.74,2825,71,32,5,0
10,12.63,4180,14,45,9,0
7,95.31,11813,10,41,3,0
10,97.98,5517,61,47,0,0
2,116.88,8386,73,61,8,1
6,142.09,3775,7,43,6,0
7,120.98,6128,79,40,7,0
10,125.73,7942,25,37,7,0
8,106.63,2357,34,66,5,0
7,85.8,11634,28,73,0,0
9,51.35,7523,93,41,3,0
5,21.65,1110,78,34,2,0
10,68.8,5776,60,73,8,1
7,50.15,2183,83,26,10,0
5,15.11,6800,78,57,8,1
10,69.89,5331,60,27,6,0
10,21.89,1658,11,27,5,0
6,127.33,1396,72,7,7,0
3,107.46,9310,99,47,1,0
7,126.35,7661,36,74,7,0
5,60.97,6911,17,9,6,0
4,73.43,9189,42,70,3,0
5,60.1,4391,20,5,1,0
1,92.35,7390,64,8,6,0
4,104.35,5190,54,8,0,0
3,80.7,8712,92,70,6,1
5,135.91,6344,8,62,6,0
9,137.01,4836,0,78,6,0
7,82.51,5140,43,0,3,0
4,49.67,1824,43,52,6,0
8,75.88,5613,17,47,8,0
1,68.3,8554,7,46,5,0
2,84.74,5461,42,59,8,0
8,74.25,1513,93,3,1,0
10,67.73,1124,37,10,1,0
3,93.89,10264,36,69,3,0
6,107.06,10747,69,72,5,0
2,46.43,9265,84,63,5,0
3,117.54,8250,22,8,7,0
1,103.14,1548,82,13,6,1
1,41.28,1028,60,25,7,0
3,60.25,1177,2,22,10,0
9,92.08,3865,97,31,9,0
9,140.46,11864,12,40,4,0
6,67.01,8425,6,9,4,0
7,65.65,7084,25,19,0,0
9,59.35,9154,81,38,4,0
4,83.04,5151,100,40,3,0
7,28.84,2756,34,50,2,0
5,114.73,7452,68,75,4,0
1,64.38,11532,31,64,0,0
7,49.39,10451,68,71,4,0
4,57.05,5772,55,61,7,0
9,121.0,5194,10,5,1,0
10,104.63,2742,14,46,6,0
7,73.12,3590,35,45,8,0
10,124.47,1594,98,29,5,0
8,32.97,9838,54,25,7,0
1,87.53,4224,92,49,5,1
4,94.16,5980,27,18,2,0
8,85.0,2383,7,39,9,0
8,60.91,9021,64,31,9,0
9,106.32,8643,83,33,7,0
10,56.25,9540,12,47,6,0
3,70.24,11980,17,15,6,0
1,116.48,2539,79,25,1,0
2,114.17,1857,5,49,3,0
4,93.08,1310,9,45,7,0
10,124.28,3581,71,53,3,1
7,148.51,8686,20,13,9,0
1,16.64,7228,90,9,2,0
3,27.89,2661,44,65,2,0
5,149.02,2634,43,16,5,0
6,48.8,8206,41,76,10,0
5,101.83,3346,22,40,2,0
8,47.05,7007,84,19,10,0
7,134.31,10590,70,12,10,0
1,80.48,2559,27,29,0,0
9,134.9,1039,99,14,5,0
6,16.84,10411,0,45,10,0
1,123.87,7832,68,40,10,0
6,47.33,2698,28,22,5,0
10,106.7,9010,35,2,6,0
4,16.06,2801,56,78,0,0
5,125.01,8025,4,72,4,0
6,127.76,1513,15,44,10,1
8,65.79,2650,6,40,9,0
3,88.75,7692,33,74,10,0
10,93.08,4807,93,58,7,0
10,98.94,3956,68,32,8,0
6,110.26,7473,71,8,10,1
7,82.18,1810,67,11,6,0
10,53.71,1137,53,44,7,0
7,31.52,6509,11,19,6,0
4,53.8,10467,82,26,1,0
10,71.22,2180,65,23,6,1
8,72.78,9633,13,22,0,0
7,113.86,10421,75,12,9,1
1,54.76,8897,49,78,5,0
4,41.3,10138,88,54,4,0
5,36.97,9631,63,17,4,0
9,123.81,11255,45,23,2,0
5,72.31,10474,36,80,0,0
2,58.15,8043,5,15,1,0
7,63.67,7847,32,76,8,0
6,33.57,1797,59,48,8,1
1,141.28,5981,99,59,4,0
4,25.88,9609,62,16,10,0
4,88.82,11647,37,73,3,0
2,33.24,7009,95,60,1,0
1,100.81,4995,75,2,1,0
3,119.72,2574,1,1,10,1
1,127.17,6007,74,18,4,0
4,148.85,1683,100,70,1,1
4,15.32,1077,53,20,8,0
2,110.43,9848,33,19,4,0
9,22.17,3708,19,40,4,0
1,45.15,9887,36,77,7,0
8,148.34,7494,100,50,0,0
2,34.26,8144,2,13,3,0
2,105.94,3730,32,39,3,0
9,121.32,5333,37,7,10,0
4,141.5,7195,24,54,0,0
7,69.09,9007,69,72,4,0
3,79.5,6105,56,32,6,0
2,51.06,10690,65,4,2,0
5,98.16,8307,32,62,5,0
2,98.5,3910,72,21,4,0
2,39.81,1943,13,48,6,1
2,43.01,10243,40,67,7,0
5,135.01,1079,62,49,3,0
5,102.92,5759,69,66,2,0
8,119.09,7327,74,39,10,1
5,115.68,4154,40,3,2,0
10,45.57,2289,63,69,2,0
4,134.1,9997,62,0,4,0
4,75.41,5258,96,22,2,0
7,126.63,4706,91,4,7,0
9,10.94,1903,38,0,7,0
6,95.15,2011,50,76,2,0
4,67.63,4761,50,12,4,0
4,45.59,1625,91,11,0,1
3,59.32,7402,74,57,1,0
1,55.74,9140,52,37,6,0
6,69.44,11518,26,78,5,0
9,141.54,3701,27,69,3,0
8,27.57,7730,100,38,10,0
3,144.83,2065,1,56,10,1
8,128.87,3556,63,20,5,0
4,147.35,11862,16,7,5,0
10,92.21,4246,86,30,6,0
6,54.37,4994,61,30,10,0
7,53.24,9633,75,12,9,0
7,52.18,2164,82,2,5,0
8,135.49,9966,74,35,9,0
7,51.91,7409,60,24,6,0
8,76.57,6673,100,22,6,0
6,148.05,6127,57,31,1,0
6,101.96,6988,33,49,6,0
8,98.9,6007,5,35,1,0
4,31.91,8278,33,56,5,0
6,52.23,4288,83,12,3,0
9,75.78,9672,64,15,7,0
3,142.99,8840,83,38,8,0
9,10.61,8938,16,80,4,0
10,29.8,2897,32,7,4,0
9,28.98,10636,40,2,10,0
4,87.54,6745,54,41,6,0
7,131.65,1231,16,7,10,0
6,124.43,2013,36,18,5,0
9,10.39,11831,97,33,4,0
10,72.63,7786,71,0,6,0
8,144.3,9017,64,64,1,1
4,45.18,9166,68,45,6,0
9,141.62,8671,49,77,3,0
3,40.62,4755,50,47,2,0
2,91.64,2191,2,65,9,0
7,145.86,6759,64,74,4,0
10,137.22,10359,72,77,4,0
6,60.05,10837,63,38,7,0
4,112.95,8090,54,79,3,0
6,23.12,1392,71,50,1,0
9,74.22,5295,6,16,5,0
5,141.24,4059,50,49,8,0
3,54.33,3016,51,3,6,0
8,67.22,3689,79,2,6,0
7,135.91,3433,23,0,0,0
1,148.28,2482,79,72,10,1
7,132.76,8135,72,68,10,0
7,110.6,9903,91,16,5,0
5,102.74,10156,70,50,3,0
5,87.87,10188,96,1,5,0
1,137.17,2340,31,48,0,0
9,19.66,10807,96,11,5,0
10,16.82,9319,56,27,3,0
6,146.25,8491,10,75,3,0
9,124.98,7794,82,35,2,0
3,93.03,4234,97,57,2,1
3,35.52,6291,40,39,7,0
4,136.18,10099,10,78,6,0
3,80.98,5849,31,29,2,0
1,124.91,11990,68,19,0,0
9,11.01,9494,10,60,7,0
5,85.56,4034,22,73,2,0
5,22.4,7499,13,16,10,0
8,122.97,6534,76,36,0,0
3,32.49,7349,88,2,4,0
5,14.13,4810,79,19,5,0
5,20.02,9322,47,0,7,0
7,103.5,9114,71,57,4,0
10,10.87,2623,43,79,2,0
8,86.95,5603,19,22,3,0
7,133.43,8679,68,77,8,1
9,93.73,3657,25,75,1,0
5,55.59,8557,53,46,9,0
9,43.39,1684,57,27,5,0
6,44.19,8089,10,4,9,0
9,106.29,7514,47,15,9,0
8,10.54,3390,67,4,8,0
7,23.99,5282,44,75,6,0
5,123.51,9556,2,35,9,0
3,71.39,10555,33,49,2,0
4,64.14,2030,31,25,6,0
7,86.71,5435,87,7,1,0
9,117.11,3486,74,80,1,1
8,140.48,1363,56,55,9,1
4,79.29,5268,2,37,5,0
8,127.78,1007,46,35,9,0
4,27.83,3383,66,28,8,0
6,44.27,1869,52,33,8,0
5,76.63,9791,55,25,0,0
1,129.39,4959,27,29,10,0
6,56.15,8112,83,4,6,0
7,69.33,11595,88,0,4,0
8,90.48,3758,27,64,7,0
2,56.32,4696,30,38,10,0
8,34.13,1831,47,25,6,0
2,148.77,6774,94,23,1,0
7,79.89,11702,95,36,3,0
4,91.54,3535,72,50,9,1
1,68.9,4447,33,38,4,0
7,115.99,5764,87,8,5,0
1,91.82,9800,47,71,8,0
6,118.56,4495,76,38,4,0
3,143.62,10629,34,62,4,0
4,86.54,3222,42,62,3,0
9,107.38,7148,33,6,4,0
5,68.55,6576,18,56,9,0
4,106.79,9089,84,2,8,1
9,49.46,8301,41,2,6,0
9,52.73,9847,5,64,2,0
8,90.22,1576,27,13,7,0
2,126.74,8852,52,51,1,0
10,35.53,3166,35,70,10,0
5,137.71,10008,23,70,8,0
2,38.86,8234,47,19,5,0
8,20.14,9493,14,78,2,0
4,98.9,3707,57,3,7,0
5,43.54,10467,61,37,7,0
5,89.16,3372,46,46,1,0
4,107.1,11932,11,45,3,0
4,62.46,10102,83,62,4,0
1,125.94,11765,22,14,3,0
10,131.86,9607,82,53,4,0
2,46.36,5100,38,65,2,0
3,16.32,5969,75,13,9,1
6,109.43,3188,48,28,0,0
9,108.95,3682,28,45,0,0
5,42.04,7721,55,53,6,0
9,33.99,4703,83,43,4,0
6,53.08,8975,41,50,4,0
8,78.69,10197,61,39,9,0
5,144.76,10075,88,23,10,1
1,97.59,3180,25,42,9,0
1,22.87,11093,22,27,8,0
3,135.22,6698,69,18,1,0
3,125.45,3572,9,32,4,0
8,110.05,9044,74,71,7,0
10,110.26,11558,12,79,8,0
1,110.68,5847,99,76,8,1
8,87.18,9170,30,45,3,0
6,32.27,9728,95,1,3,0
6,41.99,7228,66,80,2,0
3,116.53,7965,48,35,9,0
1,140.93,4115,98,22,2,0
1,101.31,1150,60,50,6,1
5,42.38,4835,80,75,0,0
1,131.18,11347,90,49,2,0
8,11.79,10200,19,7,7,0
4,21.26,11762,11,68,5,0
7,136.1,7655,84,48,1,0
7,28.71,9245,96,2,6,0
1,24.8,6590,10,16,5,0
2,139.22,9636,99,32,8,0
2,91.29,10041,42,30,5,0
4,80.07,2543,55,8,4,0
8,15.98,4591,8,62,5,0
9,97.69,5596,66,59,3,0
4,57.76,11885,56,68,0,0
1,137.88,6437,81,54,8,1
1,96.98,3420,43,76,0,0
8,122.47,6930,64,70,1,0
5,61.52,9976,26,73,10,0
9,124.89,10469,63,4,2,0
2,26.91,8128,47,43,8,0
4,38.11,10926,85,30,1,0
2,102.96,10349,7,40,1,0
6,105.58,7203,93,0,0,0
6,65.96,11108,78,36,9,0
8,43.45,7200,39,55,8,0
1,41.37,8867,44,23,7,0
2,118.15,2710,29,6,0,0
1,67.9,9597,4,62,5,0
4,61.36,11689,37,65,2,0
5,24.35,8437,13,45,7,0
1,103.44,6352,70,75,3,0
7,83.85,3945,40,31,8,0
9,113.41,7713,73,35,10,0
9,42.59,5821,87,12,1,0
8,22.2,7478,82,80,8,0
6,40.93,4414,46,36,6,0
5,38.92,8223,89,63,7,1
10,47.16,10051,39,50,4,0
6,71.96,6007,9,72,7,0
2,72.35,11604,87,49,4,0
6,139.04,4051,95,76,1,0
6,135.92,5313,89,62,4,1
2,148.48,3351,74,54,3,1
9,23.13,2066,27,9,8,0
6,137.0,7214,28,65,6,0
1,47.35,8797,87,45,0,0
10,101.76,8684,74,3,7,1
8,125.39,6446,17,21,8,0
7,130.74,2810,54,47,10,1
1,146.9,9467,6,55,0,1
6,96.88,5979,97,27,3,0
3,42.28,6491,18,53,4,0
5,29.11,7278,38,62,4,0
4,110.6,2300,47,34,9,0
9,92.32,7187,44,66,1,0
10,111.79,4341,38,45,1,0
1,132.1,4370,61,41,1,0
4,75.29,1476,30,40,0,0
8,76.2,6461,63,25,5,0
3,123.2,6716,18,14,7,0
7,142.12,7470,15,2,6,0
4,36.86,7299,19,50,5,0
9,67.61,10028,11,76,10,1
7,37.18,7415,88,47,8,0
6,24.02,1545,69,73,1,1
3,83.57,1042,100,55,4,0
2,18.86,11312,90,39,10,0
7,67.5,4560,79,65,5,0
2,124.5,3932,1,33,4,0
7,143.22,1093,70,76,6,1
3,112.65,10889,60,39,2,0
8,120.46,7160,36,10,7,0
2,84.48,5768,62,32,10,0
1,132.41,8758,74,19,3,0
1,64.1,6296,14,70,6,1
4,55.83,8199,61,70,2,0
6,109.75,4270,67,53,2,0
2,137.2,9750,98,18,6,0
8,52.78,9148,25,10,9,0
2,64.57,10247,29,20,9,0
1,30.07,7843,88,27,3,0
2,73.96,11833,4,45,5,0
7,59.79,1379,57,27,2,0
2,30.14,10136,57,79,0,0
8,83.29,4843,0,78,2,0
5,55.64,3060,95,64,9,0
2,36.91,6108,17,79,9,0
5,57.28,1609,69,50,4,0
10,126.14,6567,43,19,6,0
10,60.9,8810,71,39,1,0
5,55.02,6491,51,61,3,0
5,57.27,8488,51,29,2,0
1,71.11,5142,40,56,2,0
3,116.85,11776,31,34,4,0
10,64.51,6061,6,76,1,0
4,142.65,6420,8,52,6,0
5,111.8,8337,91,26,8,1
2,67.31,2360,23,5,2,0
6,80.06,6229,25,12,5,0
10,13.84,11042,53,71,1,0
9,14.75,3607,97,10,2,0
7,131.84,7223,69,8,4,0
9,87.12,2941,68,64,0,0
8,100.92,4525,15,26,1,0
6,65.73,10868,80,17,0,0
6,138.92,9168,74,59,8,1
9,16.9,9946,79,0,6,0
1,127.38,10207,41,56,10,0
4,53.74,6960,92,80,3,0
2,50.37,5035,56,80,5,0
8,137.14,3051,60,30,3,0
7,122.51,6047,64,62,10,1
1,104.33,6796,1,48,0,0
2,80.97,9584,69,56,9,0
7,64.92,4575,1,6,10,0
7,102.83,5691,81,76,7,1
8,29.69,1118,70,20,6,0
7,36.17,6809,37,5,8,0
10,59.65,5717,87,73,10,0
4,107.36,3778,92,20,9,0
7,77.13,1126,100,11,9,0
2,11.07,3602,9,28,8,0
10,44.24,1848,41,26,2,0
7,120.82,1046,74,39,5,1
2,136.91,10796,85,56,3,0
10,29.74,6745,38,64,6,0
6,12.81,6966,63,54,9,0
10,95.37,2137,49,17,5,0
1,131.76,8349,5,10,4,0
3,37.19,7769,79,10,1,0
8,68.18,5230,68,1,5,0
8,32.72,9554,30,15,6,0
5,66.59,2456,50,43,1,0
1,69.04,3233,13,43,9,0
6,85.48,1392,22,4,7,0
7,149.62,9435,7,46,9,0
9,91.13,4954,28,51,5,0
4,67.02,2357,11,55,7,0
4,76.4,2723,100,29,7,0
4,137.77,5656,40,42,9,0
3,86.96,11483,22,35,7,0
2,148.93,3659,83,10,9,0
4,116.71,2363,76,66,9,1
5,98.12,8100,69,74,0,1
9,136.17,4342,32,74,10,0
2,39.0,5109,16,53,3,0
5,108.23,5975,74,79,1,0
9,105.18,1749,20,55,1,1
2,58.28,5333,73,78,3,0
7,75.25,1329,27,38,3,0
2,48.0,6146,32,67,6,0
7,100.41,2223,94,1,9,1
7,37.26,3558,79,78,4,0
5,51.45,9715,97,74,4,0
10,136.14,10581,46,44,10,0
2,41.39,2898,45,57,7,0
7,60.48,5293,62,29,5,0
4,48.76,10010,22,70,5,0
5,55.67,7954,36,20,3,0
2,11.21,2781,31,17,4,0
5,79.3,8346,46,61,2,0
4,46.27,9904,13,59,9,0
9,107.41,8316,74,56,2,1
5,113.56,9522,66,68,7,1
1,122.06,5454,46,33,5,0
5,51.26,5737,63,72,7,0
6,101.66,9608,47,36,0,0
3,22.54,10296,5,20,8,0
4,50.59,1348,26,15,6,0
1,103.95,3391,16,62,10,0
4,129.3,11059,86,68,7,1
9,25.45,5671,18,30,2,0
9,14.6,5674,13,25,6,0
2,44.94,1133,60,14,1,0
2,65.49,11024,33,24,7,0
7,123.45,7316,35,22,7,0
4,69.02,9912,11,8,5,0
8,10.71,3660,77,12,7,0
9,133.39,4307,53,29,2,0
10,149.61,3240,34,55,6,0
3,112.6,3167,29,74,4,0
2,40.2,9490,52,8,10,1
5,132.65,9195,13,48,1,0
4,64.48,2691,49,29,3,0
9,83.45,5935,79,47,8,0
10,32.68,6575,88,38,7,0
7,139.06,4302,73,67,4,0
6,80.68,1896,95,78,4,0
1,45.0,11870,6,26,2,0
3,145.95,7105,44,34,0,0
3,41.55,2133,41,17,9,0
9,42.87,10357,85,6,8,0
3,75.4,8316,2,49,3,1
10,22.38,3658,57,76,8,0
5,74.24,11235,82,71,0,0
3,71.98,7644,73,64,10,0
8,127.28,10750,47,76,2,0
4,95.63,4823,42,73,1,0
2,75.37,7617,80,52,0,0
5,36.03,8158,97,22,9,0
1,58.44,7502,97,29,1,0
2,52.7,1541,46,17,6,0
8,38.7,4246,54,55,9,0
8,75.96,10621,98,65,10,0
8,47.67,7302,58,51,1,0
6,80.61,1847,30,65,2,0
9,48.95,6963,36,75,5,0
7,48.11,6757,86,4,9,1
9,142.51,6258,54,30,0,0
2,143.78,9102,65,27,8,0
3,145.72,7752,66,66,10,0
8,109.76,2766,74,3,1,0
4,72.9,7488,20,79,9,0
5,12.6,3761,58,58,2,0
4,109.62,6680,3,52,4,0
2,10.81,6985,96,13,4,0
9,87.2,8902,86,34,4,0
3,138.77,11608,34,61,1,0
2,140.93,10194,24,55,3,0
10,101.99,3577,83,72,9,0
6,94.9,6596,95,0,2,0
4,67.08,3261,84,73,0,0
5,51.95,9583,76,66,4,0
10,116.47,9181,16,16,5,0
5,121.33,5416,12,24,2,0
8,128.35,10431,93,58,9,1
8,114.5,7524,45,68,0,0
2,27.29,11633,18,57,5,0
4,118.72,5792,19,72,8,0
6,148.19,6584,70,69,5,1
10,49.8,11297,32,54,7,1
8,103.53,5047,34,29,2,0
9,69.25,11142,6,63,10,1
4,127.5,2187,46,75,5,0
9,143.89,7408,53,71,10,1
9,94.34,11667,0,70,8,0
1,37.41,2931,55,4,2,0
1,110.01,5874,49,30,10,0
6,101.65,4512,17,60,10,0
1,11.54,1391,28,11,4,0
3,65.23,10977,2,24,7,0
1,130.88,3120,96,35,2,0
1,100.7,3746,51,62,1,0
3,78.55,5944,90,7,5,0
8,63.59,6424,61,54,10,0
10,22.48,5403,30,43,4,0
7,30.73,11572,12,17,0,0
6,99.28,7359,56,76,9,0
9,35.17,4750,47,34,1,0
2,54.04,7021,8,40,8,0
1,69.46,2968,39,3,9,0
7,99.17,9133,92,58,2,0
1,53.79,10800,5,45,6,0
1,79.93,8265,17,76,3,0
3,119.28,4269,6,50,6,1
4,94.88,10660,48,18,4,0
6,149.74,6112,25,73,6,1
5,108.12,9436,32,56,6,0
4,64.46,7927,91,44,5,0
1,140.73,9638,79,45,4,0
6,110.87,11168,87,2,8,0
1,148.65,10363,45,16,1,0
8,114.1,1536,82,25,4,1
8,89.0,5635,28,58,8,0
2,93.79,8654,22,41,9,0
6,67.35,2926,26,77,8,1
4,69.92,10817,30,42,0,0
5,108.37,4025,0,16,0,0
10,59.08,3329,0,73,0,0
6,135.0,3116,28,51,6,1
9,146.27,11100,36,60,3,0
6,83.08,2293,53,60,8,1
4,101.62,6729,88,43,6,1
8,101.05,10448,17,27,6,0
4,16.93,9913,54,67,10,0
2,22.45,4688,80,32,1,0
3,68.3,4944,1,59,1,0
8,42.47,7251,64,13,8,0
5,68.03,1903,23,79,8,0
10,56.59,5763,61,73,8,1
5,95.92,6775,58,49,4,0
5,28.59,8040,23,51,0,0
3,12.68,2261,42,25,0,0
1,76.74,2611,89,57,0,0
8,85.35,2254,53,79,8,1
2,134.63,9677,55,44,1,1
4,141.05,8868,16,71,6,0
4,21.85,6173,88,22,0,0
3,96.64,3556,91,53,1,0
8,147.26,8250,2,54,1,0
5,36.13,5588,1,55,7,0
6,58.13,10489,51,25,2,0
4,114.32,6755,83,50,7,1
4,65.23,5032,57,45,9,0
2,91.51,8245,85,25,2,0
9,58.14,11873,92,68,6,0
5,135.68,8586,31,0,7,1
6,132.52,4072,33,73,10,1
9,50.88,4785,63,46,8,0
8,38.33,1214,60,29,6,0
2,15.38,4259,63,48,4,0
8,72.13,8407,93,41,1,0
2,51.69,5621,3,24,5,0
1,137.15,7368,42,67,9,0
10,37.5,8003,79,43,2,0
3,111.33,8860,16,25,3,0
5,113.55,1530,0,14,6,0
8,131.98,11978,41,50,8,0
4,78.91,3803,1,33,5,0
3,71.44,2672,55,77,1,1
2,52.78,8260,42,54,7,0
10,57.38,11831,87,34,3,0
10,57.7,7906,50,28,1,0
7,123.99,2635,92,50,2,0
10,50.78,8973,76,14,4,0
7,38.74,1656,68,64,9,1
8,127.08,10712,78,26,8,0
4,28.31,3995,20,74,5,0
9,39.63,11678,44,26,5,0
7,119.6,1725,56,14,5,0
7,24.87,10779,77,78,0,0
5,10.93,1808,28,53,7,0
8,33.13,3878,68,14,3,0
10,15.83,1480,16,4,4,0
8,52.84,4413,52,73,6,0
8,78.1,4557,33,45,2,0
3,119.77,5241,79,58,8,1
4,114.19,1820,57,75,6,1
2,100.39,2011,21,49,10,1
8,39.36,6538,39,31,8,0
4,55.53,10583,70,8,9,0
6,14.08,6345,57,77,5,0
8,40.24,7985,32,35,7,0
6,126.92,3624,12,21,6,0
1,36.31,11884,40,55,9,0
5,14.34,6184,47,29,6,0
9,10.32,7910,67,30,7,0
10,90.89,7799,14,54,10,0
7,137.85,6402,67,73,0,1
2,26.63,11344,17,9,4,0
7,62.47,6033,18,76,5,0
6,95.74,2275,45,37,5,0
4,118.75,9348,49,44,2,0
4,74.78,6002,10,4,6,0
10,105.5,10240,32,34,4,0
4,91.0,2842,92,20,2,0
8,64.57,6884,10,27,2,0
9,46.88,9860,32,18,7,0
1,59.37,10016,67,60,9,0
7,38.81,9848,41,60,2,0
4,93.83,8304,19,15,2,0
10,140.6,7253,6,0,4,0
9,123.58,2020,95,10,0,0
7,45.53,10488,19,65,10,0
6,113.43,9899,32,30,10,0
2,13.29,2123,43,17,5,0
4,55.67,7785,8,5,2,0
4,117.94,2371,64,5,7,0
4,35.68,8222,3,78,4,0
5,141.62,4305,63,47,5,0
5,143.96,10333,26,79,7,0
2,25.89,8040,8,28,6,0
3,33.22,4553,33,6,4,0
3,36.99,5429,85,62,9,0
2,86.49,1835,25,26,7,0
10,131.14,2538,63,13,0,0
9,145.12,11315,71,35,7,1
6,61.29,5410,15,38,3,0
9,110.94,7910,97,57,5,0
5,121.52,4949,58,56,10,0
2,86.59,7463,0,68,5,0
1,91.75,3357,64,45,3,0
1,10.48,3589,13,0,1,0
9,148.4,5482,35,67,1,0
7,29.2,10096,28,24,5,0
10,115.15,7529,76,17,6,0
6,71.36,10806,67,21,3,0
4,56.59,3725,52,4,6,0
3,92.38,6972,7,43,8,0
3,107.75,11982,16,74,5,0
8,51.3,1592,34,37,5,0
5,69.11,2010,35,65,10,0
5,130.89,6518,70,8,10,0
9,126.11,6829,18,23,1,0
7,116.81,3637,36,31,0,0
3,42.74,6783,18,74,1,0
5,43.77,10801,0,35,5,0
9,72.46,3099,5,2,5,0
6,27.51,3398,33,50,9,0
5,105.23,11692,93,2,10,0
2,48.74,5100,15,29,4,0
6,117.24,9392,79,76,6,1
6,82.4,9158,86,64,1,0
5,132.7,6543,59,50,8,1
5,137.92,4038,43,2,9,0
2,128.73,10920,1,38,9,1
7,84.54,3667,21,23,4,0
7,52.12,1985,21,28,10,0
6,132.78,3068,73,59,6,1
8,54.3,4879,86,58,0,0
7,132.44,2480,29,21,9,1
7,80.21,9231,51,18,10,0
10,112.76,4369,70,10,10,1
9,16.07,4141,63,57,1,0
3,64.25,8909,85,23,3,0
3,19.68,5869,80,21,1,0
8,127.91,11516,62,21,7,1
9,89.06,9894,88,62,9,0
6,108.64,8079,30,19,9,0
3,16.71,4939,14,47,2,0
10,122.25,1908,12,21,3,0
1,37.78,7536,34,45,2,0
4,36.72,9927,46,13,7,0
9,73.37,11590,10,17,8,0
6,83.61,3335,53,63,8,0
8,41.31,1626,62,69,5,0
7,77.05,11046,86,39,8,0
3,134.14,3081,5,17,2,0
7,86.73,3910,81,3,7,0
9,11.85,8878,23,24,3,0
2,149.01,1511,80,9,7,1
9,33.82,4804,27,55,9,0
9,107.69,6131,17,47,4,0
4,80.47,2019,3,58,0,0
5,39.24,2293,82,4,8,0
4,75.0,7827,27,48,6,0
8,113.06,1417,14,0,9,0
8,72.23,7736,27,46,7,0
7,32.91,5887,54,27,2,0
3,83.52,6897,53,20,9,0
8,24.04,6383,46,73,10,0
9,23.36,8676,9,66,9,0
4,131.32,10472,10,46,0,0
4,111.85,7655,63,54,6,1
6,78.13,9760,39,34,7,0
2,35.58,11616,26,70,1,0
8,129.21,9419,46,80,5,0
3,94.03,8366,49,40,1,0
2,20.41,1685,36,37,3,0
